cms_id,fyear,system,prov_type,own_type,urban_rural
151314,2018,ASCENSION HEALTH,Critical Access Hospitals,Private (Not For Profit),Urban
151315,2018,,Critical Access Hospitals,Private (Not For Profit),Rural
151316,2018,INDIANA UNIVERSITY HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),Rural
151317,2018,,Critical Access Hospitals,Local,Rural
151318,2018,COMMUNITY HEALTH SYSTEMS,Critical Access Hospitals,Private (Not For Profit),Rural
151319,2018,DEACONESS HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),Rural
151320,2018,,Critical Access Hospitals,Local,Rural
151322,2018,ALLIANT MANAGEMENT SERVICES,Critical Access Hospitals,Other,Rural
151323,2018,PARKVIEW HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural
151324,2018,FRANCISCAN HEALTH,Critical Access Hospitals,Private (Not For Profit),Urban
151325,2018,ASCENSION HEALTH,Critical Access Hospitals,Private (Not For Profit),Urban
151326,2018,UNION HOSPITAL HEALTH GROUP,Critical Access Hospitals,Private (Not For Profit),Urban
151327,2018,,Critical Access Hospitals,Local,Urban
151329,2018,,Critical Access Hospitals,Private (Not For Profit),Rural
151328,2018,INDIANA UNIVERSITY HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),Rural
151330,2018,ADAMS HEALTH NETWORK,Critical Access Hospitals,Local,Rural
151331,2018,NORTON HEALTHCARE,Critical Access Hospitals,Local,Urban
151332,2018,,Critical Access Hospitals,Local,Rural
151333,2018,,Critical Access Hospitals,Local,Urban
151334,2018,LIFEPOINT HEALTH,Critical Access Hospitals,Private (For Profit),Urban
151335,2018,ASCENSION HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural
152007,2018,KINDRED HEALTHCARE,Long-Term Hospitals,Private (For Profit),Urban
152008,2017,KINDRED HEALTHCARE,Long-Term Hospitals,Private (For Profit),Urban
152012,2018,KINDRED HEALTHCARE,Long-Term Hospitals,Private (For Profit),Urban
152016,2016,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (For Profit),Urban
152014,2018,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (For Profit),Urban
152013,2018,KINDRED HEALTHCARE,Long-Term Hospitals,Private (For Profit),Urban
152018,2018,KINDRED HEALTHCARE,Long-Term Hospitals,Other,Urban
152020,2018,ASCENSION HEALTH,Long-Term Hospitals,Church,Urban
152024,2018,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (For Profit),Urban
152025,2018,NAME  ACADIANA MANAGEMENT GROUP,Long-Term Hospitals,Private (For Profit),Urban
152027,2018,VIBRA MANAGEMENT LLC,Long-Term Hospitals,Private (For Profit),Urban
152028,2018,VIBRA MANAGEMENT LLC,Long-Term Hospitals,Private (For Profit),Urban
153025,2018,HEALTHSOUTH,Rehabilitation Hospitals,Private (For Profit),Urban
153028,2018,IU HEALTH,Rehabilitation Hospitals,Private (Not For Profit),Urban
153030,2018,COMMUNITY HEALTH SYSTEMS,Rehabilitation Hospitals,Private (For Profit),Urban
153037,2018,CATHOLIC HEALTH INITIATIVES,Rehabilitation Hospitals,Other,Urban
153039,2018,COMMUNITY HEALTH NETWORK,Rehabilitation Hospitals,Private (For Profit),Urban
153043,2018,COMMUNITY HEALTH NETWORK,Rehabilitation Hospitals,Private (For Profit),Urban
153042,2018,ERNEST HEALTH INC,Rehabilitation Hospitals,Private (For Profit),Urban
154005,2018,,Psychiatric Hospitals,Private (Not For Profit),Urban
154009,2018,,Psychiatric Hospitals,Private (Not For Profit),Urban
154008,2018,,Psychiatric Hospitals,State,Urban
154011,2018,,Psychiatric Hospitals,Private (Not For Profit),Urban
154014,2018,,Psychiatric Hospitals,Private (Not For Profit),Rural
154018,2018,,Psychiatric Hospitals,Private (For Profit),Rural
154019,2018,,Psychiatric Hospitals,State,Rural
154020,2018,,Psychiatric Hospitals,Private (Not For Profit),Urban
154021,2018,,Psychiatric Hospitals,Private (Not For Profit),Rural
154031,2018,,Psychiatric Hospitals,Private (Not For Profit),Urban
154035,2018,,Psychiatric Hospitals,Private (Not For Profit),Rural
154041,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),Urban
154047,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Other,Rural
154050,2018,,Psychiatric Hospitals,Private (Not For Profit),Rural
154051,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),Urban
154052,2018,,Psychiatric Hospitals,Private (Not For Profit),Urban
154053,2018,,Psychiatric Hospitals,Private (Not For Profit),Urban
154054,2018,,Psychiatric Hospitals,Other,Urban
154055,2018,SPRINGSTONE,Psychiatric Hospitals,Private (Not For Profit),Urban
154056,2018,,Psychiatric Hospitals,State,Urban
154057,2018,ACADIA HEALTHCARE COMPANY,Psychiatric Hospitals,Private (For Profit),Urban
154024,2018,UNIVERSAL HEALTH SERVICES,Psychiatric Hospitals,Private (For Profit),Urban
154058,2018,,Psychiatric Hospitals,Private (For Profit),Rural
154059,2018,SPRINGSTONE,Psychiatric Hospitals,Private (For Profit),Urban
154060,2018,,Psychiatric Hospitals,Private (Not For Profit),Urban
154061,2018,,Psychiatric Hospitals,Private (For Profit),Urban
154062,2017,,Psychiatric Hospitals,Private (For Profit),Urban
154063,2018,,Psychiatric Hospitals,Private (For Profit),Urban
160032,2018,CATHOLIC HEALTH INITIATIVES,Short-Term,Local,Rural
154064,2017,,Psychiatric Hospitals,Private (For Profit),Urban
160001,2017,UNITYPOINT HEALTH,Short-Term,Private (Not For Profit),Rural
160005,2018,,Short-Term,Private (Not For Profit),Rural
160008,2018,,Short-Term,Private (Not For Profit),Rural
160013,2018,UNITYPOINT HEALTH,Short-Term,Private (Not For Profit),Rural
160016,2018,UNITYPOINT HEALTH,Short-Term,Private (Not For Profit),Rural
160024,2018,UNITYPOINT HEALTH,Short-Term,Private (Not For Profit),Urban
160028,2018,CATHOLIC HEALTH INITIATIVES,Short-Term,Private (Not For Profit),Urban
160029,2018,,Short-Term,Church,Urban
160030,2018,,Short-Term,Local,Urban
160033,2018,GENESIS HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
160040,2018,CATHOLIC HEALTH INITIATIVES,Short-Term,Church,Urban
160045,2017,UNITYPOINT HEALTH,Short-Term,Private (Not For Profit),Urban
160047,2018,NEBRASKA METHODIST HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
160057,2018,,Short-Term,Private (Not For Profit),Rural
160058,2018,UNIVERSITY OF IOWA HEALTH CARE HEALTH SYSTEM,Short-Term,State,Urban
160064,2018,CATHOLIC HEALTH INITIATIVES,Short-Term,Private (Not For Profit),Rural
160067,2018,CATHOLIC HEALTH INITIATIVES,Short-Term,Church,Urban
160069,2018,CATHOLIC HEALTH INITIATIVES,Short-Term,Church,Urban
160079,2018,,Short-Term,Church,Urban
160080,2018,CATHOLIC HEALTH INITIATIVES,Short-Term,Private (Not For Profit),Rural
160082,2018,UNITYPOINT HEALTH,Short-Term,Private (Not For Profit),Urban
160083,2018,CATHOLIC HEALTH INITIATIVES,Short-Term,Private (Not For Profit),Urban
160089,2018,RCCH HEALTHCARE PARTNERS,Short-Term,Private (For Profit),Rural
160101,2018,,Short-Term,Local,Urban
160104,2018,UNITYPOINT HEALTH,Short-Term,Private (Not For Profit),Urban
160124,2018,AVERA HEALTH,Short-Term,Other,Rural
160110,2018,UNITYPOINT HEALTH,Short-Term,Private (Not For Profit),Urban
160112,2018,,Short-Term,Local,Rural
160117,2018,UNITYPOINT HEALTH,Short-Term,Private (Not For Profit),Urban
160122,2018,,Short-Term,Private (Not For Profit),Rural
160146,2018,UNITYPOINT HEALTH,Short-Term,Private (Not For Profit),Urban
160147,2018,,Short-Term,Private (Not For Profit),Rural
160153,2018,CATHOLIC HEALTH INITIATIVES,Short-Term,Private (Not For Profit),Urban
161300,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Church,Rural
161301,2018,UNIVERSITY OF IOWA HEALTH CARE HEALTH SYSTEM,Critical Access Hospitals,Local,Rural
161302,2018,UNIVERSITY OF IOWA HEALTH CARE HEALTH SYSTEM,Critical Access Hospitals,Local,Rural
161303,2018,UNITYPOINT HEALTH,Critical Access Hospitals,Other,Urban
161304,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Private (Not For Profit),Rural
161305,2018,UNITYPOINT HEALTH,Critical Access Hospitals,Local,Rural
161306,2018,UNITYPOINT HEALTH,Critical Access Hospitals,Private (Not For Profit),Urban
161307,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Other,Rural
161308,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Local,Rural
161310,2018,,Critical Access Hospitals,Local,Rural
161309,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Private (Not For Profit),Urban
161311,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Local,Rural
161312,2018,UNITYPOINT HEALTH,Critical Access Hospitals,Local,Rural
161313,2018,GENESIS HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),Rural
161314,2018,UNITYPOINT HEALTH,Critical Access Hospitals,Local,Urban
161315,2018,,Critical Access Hospitals,Other,Rural
161316,2018,GUNDERSEN HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),Rural
161317,2018,UNITYPOINT HEALTH,Critical Access Hospitals,Other,Rural
161318,2018,,Critical Access Hospitals,Local,Rural
161319,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Private (Not For Profit),Rural
161320,2018,UNITYPOINT HEALTH,Critical Access Hospitals,Private (Not For Profit),Urban
161321,2018,SANFORD HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural
161322,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Other,Urban
161323,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Other,Rural
161324,2018,,Critical Access Hospitals,Private (For Profit),Rural
161325,2018,UNITYPOINT HEALTH,Critical Access Hospitals,Local,Rural
161326,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Local,Urban
161327,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Local,Rural
161328,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Other,Rural
161329,2018,GENESIS HEALTH SYSTEM,Critical Access Hospitals,Local,Rural
161330,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Local,Rural
161331,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Church,Rural
161332,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Private (Not For Profit),Rural
161333,2018,UNITYPOINT HEALTH,Critical Access Hospitals,Local,Urban
161334,2018,UNITYPOINT HEALTH,Critical Access Hospitals,Other,Rural
161335,2018,,Critical Access Hospitals,Other,Rural
161336,2018,AVERA HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural
161337,2018,UNIVERSITY OF IOWA HEALTH CARE HEALTH SYSTEM,Critical Access Hospitals,Local,Rural
161338,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Church,Rural
161339,2018,,Critical Access Hospitals,Local,Urban
161341,2018,UNITYPOINT HEALTH,Critical Access Hospitals,Other,Rural
161340,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Hospital District or Authority,Rural
161342,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Other,Rural
161343,2018,,Critical Access Hospitals,Private (For Profit),Rural
161344,2018,,Critical Access Hospitals,Other,Urban
161345,2018,AVERA HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural
161346,2018,AVERA HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural
161347,2018,,Critical Access Hospitals,Other,Rural
161348,2018,UNITYPOINT HEALTH,Critical Access Hospitals,Other,Rural
161349,2018,UNITYPOINT HEALTH,Critical Access Hospitals,Private (Not For Profit),Urban
161350,2018,UNITYPOINT HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural
161351,2018,AVERA HEALTH,Critical Access Hospitals,Church,Rural
161352,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Other,Rural
161353,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Local,Rural
161354,2018,,Critical Access Hospitals,Private (Not For Profit),Rural
161355,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Private (Not For Profit),Rural
161356,2018,GREAT RIVERS HEALTH SYSTEM,Critical Access Hospitals,Local,Rural
161357,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Local,Rural
161358,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Local,Rural
161363,2018,,Critical Access Hospitals,Local,Rural
161359,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Private (Not For Profit),Rural
161360,2018,SANFORD HEALTH,Critical Access Hospitals,Other,Rural
161361,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Local,Rural
161362,2017,UNITYPOINT HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural
161366,2018,,Critical Access Hospitals,Private (Not For Profit),Rural
161364,2018,,Critical Access Hospitals,Local,Rural
161365,2018,UNITYPOINT HEALTH,Critical Access Hospitals,Local,Rural
161367,2018,,Critical Access Hospitals,Other,Rural
161368,2018,AVERA HEALTH,Critical Access Hospitals,Private (For Profit),Urban
161369,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Other,Rural
161370,2018,UNITYPOINT HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural
161371,2018,MAYO CLINIC HEALTH SYSTEM,Critical Access Hospitals,Local,Rural
161373,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Local,Rural
161372,2018,,Critical Access Hospitals,Local,Rural
161374,2018,,Critical Access Hospitals,Other,Rural
161375,2018,UNITYPOINT HEALTH,Critical Access Hospitals,Local,Rural
161376,2018,,Critical Access Hospitals,Local,Rural
161377,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Private (Not For Profit),Rural
161378,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Private (Not For Profit),Urban
161380,2018,CATHOLIC HEALTH INITIATIVES,Critical Access Hospitals,Local,Rural
161379,2018,,Critical Access Hospitals,Local,Rural
161381,2018,SANFORD HEALTH,Critical Access Hospitals,Private (Not For Profit),Rural
164003,2018,WPS,Psychiatric Hospitals,State,Rural
162001,2018,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (For Profit),Urban
162002,2017,UNITYPOINT HEALTH,Long-Term Hospitals,Other,Urban
162003,2018,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (For Profit),Urban
164002,2018,WPS,Psychiatric Hospitals,State,Rural
164004,2015,IOWA DEPARTMENT OF HUMAN SERVICES,Psychiatric Hospitals,State,Rural
170006,2018,ASCENSION HEALTH,Short-Term,Private (Not For Profit),Rural
170009,2018,PRIME HEALTHCARE SERVICES,Short-Term,Other,Urban
170010,2015,MERCY,Short-Term,Church,Rural
170012,2018,,Short-Term,Private (Not For Profit),Rural
164005,2015,WPS,Psychiatric Hospitals,State,Rural
170013,2018,UNIVERSITY OF KANSAS HEALTH SYSTEM,Short-Term,Other,Rural
170014,2018,,Short-Term,Local,Rural
170016,2018,SISTERS OF CHARITY OF LEAVENWORTH HEALTH SYSTEM,Short-Term,Church,Urban
170017,2018,,Short-Term,Private (Not For Profit),Urban
170020,2018,,Short-Term,Private (For Profit),Rural
170023,2018,CATHOLIC HEALTH INITIATIVES,Short-Term,Private (Not For Profit),Rural
170027,2018,,Short-Term,Private (Not For Profit),Rural
170039,2017,,Short-Term,Local,Urban
170040,2018,UNIVERSITY OF KANSAS HEALTH SYSTEM,Short-Term,Hospital District or Authority,Urban
170049,2018,OLATHE HEALTH,Short-Term,Private (Not For Profit),Urban
170058,2018,MERCY,Short-Term,Church,Rural
170068,2018,,Short-Term,Local,Rural
170074,2018,,Short-Term,Local,Rural
170075,2018,,Short-Term,Church,Rural
170086,2018,,Short-Term,Private (Not For Profit),Urban
170094,2017,,Short-Term,Local,Rural
170103,2018,,Short-Term,Private (Not For Profit),Urban
170104,2017,ADVENTIST HEALTH SYSTEM,Short-Term,Church,Urban
170105,2018,,Short-Term,Private (Not For Profit),Rural
170109,2018,OLATHE HEALTH,Short-Term,Private (Not For Profit),Urban
170110,2018,CATHOLIC HEALTH INITIATIVES,Short-Term,Local,Rural
170120,2018,,Short-Term,Local,Rural
170122,2018,ASCENSION HEALTH,Short-Term,Church,Urban
170123,2018,HCA HEALTHCARE,Short-Term,Private (For Profit),Urban
170182,2018,HCA HEALTHCARE,Short-Term,Other,Urban
170133,2018,ST LUKES HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
170137,2018,,Short-Term,Local,Urban
170142,2018,ASCENSION HEALTH,Short-Term,Church,Urban
170145,2018,,Short-Term,Local,Rural
170146,2018,PRIME HEALTHCARE SERVICES,Short-Term,Church,Urban
170150,2017,,Short-Term,Local,Rural
170166,2018,CATHOLIC HEALTH INITIATIVES,Short-Term,Local,Rural
170175,2018,LIFEPOINT HEALTH,Short-Term,Private (For Profit),Rural
170176,2018,HCA HEALTHCARE,Short-Term,Private (For Profit),Urban
170180,2015,PREFERRED CARE  INC.,Short-Term,Private (For Profit),Urban
170183,2018,,Short-Term,Physician Ownership,Urban
170185,2018,ST LUKES HEALTH SYSTEM,Short-Term,Other,Urban
170186,2018,ASCENSION HEALTH,Short-Term,Private (For Profit),Urban
170187,2018,,Short-Term,Physician Ownership,Rural
170188,2018,ST LUKES HEALTH SYSTEM,Short-Term,Physician Ownership,Urban
170190,2018,,Short-Term,Physician Ownership,Urban
170191,2018,,Short-Term,Private (For Profit),Rural
170196,2018,,Short-Term,Physician Ownership,Urban
170194,2018,,Short-Term,Private (For Profit),Urban
170197,2018,,Short-Term,Private (For Profit),Urban
170198,2018,,Short-Term,Physician Ownership,Rural
170199,2018,,Short-Term,Private (For Profit),Urban
170200,2018,ASCENSION HEALTH,Short-Term,Church,Urban
170201,2016,,Short-Term,Private (For Profit),Urban
171300,2018,GREAT PLAINS HEALTH ALLIANCE,Critical Access Hospitals,Hospital District or Authority,Rural
170203,2018,,Short-Term,Local,Rural
171301,2018,GREAT PLAINS HEALTH ALLIANCE,Critical Access Hospitals,Hospital District or Authority,Rural
171302,2018,HMC/CAH CONSOLIDATED,Critical Access Hospitals,Private (For Profit),Rural
171303,2018,GREAT PLAINS HEALTH ALLIANCE,Critical Access Hospitals,Other,Rural
171304,2018,GREAT PLAINS HEALTH ALLIANCE,Critical Access Hospitals,Other,Rural
171306,2018,GREAT PLAINS HEALTH ALLIANCE,Critical Access Hospitals,Local,Rural
171307,2018,GREAT PLAINS HEALTH ALLIANCE,Critical Access Hospitals,Other,Rural
171308,2018,MERCY,Critical Access Hospitals,Church,Rural
171309,2018,GREAT PLAINS HEALTH ALLIANCE,Critical Access Hospitals,Local,Rural
171310,2018,GREAT PLAINS HEALTH ALLIANCE,Critical Access Hospitals,Private (Not For Profit),Rural
171311,2018,,Critical Access Hospitals,Hospital District or Authority,Rural
171313,2018,,Critical Access Hospitals,Local,Rural
171312,2018,GREAT PLAINS HEALTH ALLIANCE,Critical Access Hospitals,Local,Rural
171314,2018,,Critical Access Hospitals,Private (Not For Profit),Urban
171316,2018,SAINT LUKES HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),Rural
171315,2018,,Critical Access Hospitals,Private (Not For Profit),Rural
171317,2018,,Critical Access Hospitals,Local,Rural
171319,2018,SCL HEALTH SYSTEM,Critical Access Hospitals,Private (Not For Profit),Urban
171318,2018,ASCENSION HEALTH,Critical Access Hospitals,Local,Rural
171320,2017,HMC/CAH CONSOLIDATED,Critical Access Hospitals,Private (For Profit),Rural
171321,2018,,Critical Access Hospitals,Hospital District or Authority,Rural
171322,2018,,Critical Access Hospitals,Local,Rural
171323,2018,,Critical Access Hospitals,Other,Rural
171324,2018,GREAT PLAINS HEALTH ALLIANCE,Critical Access Hospitals,Hospital District or Authority,Rural
171325,2018,,Critical Access Hospitals,Local,Rural
171326,2018,,Critical Access Hospitals,Local,Rural
171327,2018,GREAT PLAINS HEALTH ALLIANCE,Critical Access Hospitals,Local,Rural
171328,2018,GREAT PLAINS HEALTH ALLIANCE,Critical Access Hospitals,Other,Rural
171329,2018,,Critical Access Hospitals,Hospital District or Authority,Urban
171330,2018,,Critical Access Hospitals,Hospital District or Authority,Rural
171331,2018,,Critical Access Hospitals,Hospital District or Authority,Rural
171332,2018,GREAT PLAINS HEALTH ALLIANCE,Critical Access Hospitals,Local,Rural
171333,2018,,Critical Access Hospitals,Private (Not For Profit),Rural
171334,2018,GREAT PLAINS HEALTH ALLIANCE,Critical Access Hospitals,Hospital District or Authority,Rural
171335,2018,,Critical Access Hospitals,Local,Rural
171336,2018,,Critical Access Hospitals,Hospital District or Authority,Rural
171337,2018,ASCENSION HEALTH,Critical Access Hospitals,Other,Urban
171338,2018,GREAT PLAINS HEALTH ALLIANCE,Critical Access Hospitals,Private (Not For Profit),Rural
171339,2018,GREAT PLAINS HEALTH ALLIANCE,Critical Access Hospitals,Local,Rural
171340,2018,GREAT PLAINS HEALTH ALLIANCE,Critical Access Hospitals,Local,Rural
171341,2018,,Critical Access Hospitals,Private (Not For Profit),Rural
171342,2018,,Critical Access Hospitals,Local,Rural
171343,2018,,Critical Access Hospitals,Local,Rural
171344,2018,,Critical Access Hospitals,Other,Rural
171345,2018,UNIVERSITY OF KANSAS HEALTH SYSTEM,Critical Access Hospitals,Local,Rural
171346,2018,,Critical Access Hospitals,Hospital District or Authority,Rural
171347,2018,,Critical Access Hospitals,Local,Rural
171348,2018,,Critical Access Hospitals,Local,Rural
171349,2018,,Critical Access Hospitals,Private (Not For Profit),Rural
171351,2018,,Critical Access Hospitals,Local,Rural
171350,2018,,Critical Access Hospitals,Private (Not For Profit),Rural
171352,2018,,Critical Access Hospitals,Local,Rural
171353,2018,GREAT PLAINS HEALTH ALLIANCE,Critical Access Hospitals,Local,Rural
171354,2018,COMMUNITY HEALTHCARE SYSTEM,Critical Access Hospitals,Hospital District or Authority,Urban
171359,2018,,Critical Access Hospitals,Local,Rural
171355,2018,GREAT PLAINS HEALTH ALLIANCE,Critical Access Hospitals,Local,Rural
171356,2018,,Critical Access Hospitals,Hospital District or Authority,Rural
171357,2018,HMC/CAH CONSOLIDATED,Critical Access Hospitals,Private (For Profit),Rural
171358,2018,,Critical Access Hospitals,Private (Not For Profit),Rural
171360,2018,,Critical Access Hospitals,Local,Rural
171361,2018,GREAT PLAINS HEALTH ALLIANCE,Critical Access Hospitals,Private (Not For Profit),Rural
171362,2018,,Critical Access Hospitals,Private (Not For Profit),Rural
171363,2018,,Critical Access Hospitals,Private (Not For Profit),Rural
171364,2018,GREAT PLAINS HEALTH ALLIANCE,Critical Access Hospitals,Local,Rural
171365,2018,,Critical Access Hospitals,Hospital District or Authority,Rural
171366,2017,,Critical Access Hospitals,Hospital District or Authority,Rural
171367,2018,,Critical Access Hospitals,Other,Rural
171368,2018,GREAT PLAINS HEALTH ALLIANCE,Critical Access Hospitals,Hospital District or Authority,Rural
171369,2018,,Critical Access Hospitals,Local,Rural
171370,2018,,Critical Access Hospitals,Local,Rural
171371,2018,,Critical Access Hospitals,Local,Rural
171372,2018,,Critical Access Hospitals,Private (Not For Profit),Rural
171373,2018,HCA HEALTHCARE,Critical Access Hospitals,State,Rural
171374,2018,GREAT PLAINS HEALTH ALLIANCE,Critical Access Hospitals,Local,Rural
171375,2018,,Critical Access Hospitals,Local,Rural
171376,2018,,Critical Access Hospitals,Hospital District or Authority,Rural
171377,2018,GREAT PLAINS HEALTH ALLIANCE,Critical Access Hospitals,Local,Rural
171378,2018,,Critical Access Hospitals,Private (Not For Profit),Urban
171380,2018,,Critical Access Hospitals,Local,Rural
171379,2018,,Critical Access Hospitals,Local,Rural
171381,2018,,Critical Access Hospitals,Hospital District or Authority,Rural
171382,2018,,Critical Access Hospitals,Private (Not For Profit),Rural
171383,2018,,Critical Access Hospitals,Local,Rural
171384,2018,,Critical Access Hospitals,Local,Rural
172004,2018,PROMISE HEALTHCARE  INC.,Long-Term Hospitals,State,Urban
172003,2017,NAME  ACADIANA MANAGEMENT GROUP,Long-Term Hospitals,Private (For Profit),Urban
172005,2018,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (For Profit),Urban
172006,2015,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (For Profit),Urban
172007,2018,SELECT MEDICAL CORPORATION,Long-Term Hospitals,Private (For Profit),Urban
173025,2018,HEALTHSOUTH,Rehabilitation Hospitals,Private (For Profit),Urban
173026,2018,HEALTHSOUTH,Rehabilitation Hospitals,Private (For Profit),Urban
173027,2018,HEALTHSOUTH,Rehabilitation Hospitals,Private (For Profit),Urban
173028,2018,ASCENSION HEALTH,Rehabilitation Hospitals,Church,Urban
173032,2018,POST ACUTE MEDICAL,Rehabilitation Hospitals,Private (For Profit),Urban
173033,2018,PREFERRED CARE  INC.,Rehabilitation Hospitals,Private (For Profit),Urban
174004,2015,KS DEPT OF AGING AND DISABILITY,Psychiatric Hospitals,State,Urban
173300,2018,,Childrens Hospitals,Private (Not For Profit),Urban
174006,2018,KS DEPT OF AGING AND DISB SVCS,Psychiatric Hospitals,State,Rural
174020,2018,SPRINGSTONE,Psychiatric Hospitals,Private (For Profit),Urban
174021,2018,,Psychiatric Hospitals,Private (For Profit),Urban
174022,2018,KS DEPT OF AGING AND DISABILITY,Psychiatric Hospitals,State,Urban
180001,2018,ST ELIZABETH HEALTHCARE,Short-Term,Private (Not For Profit),Urban
174016,2018,,Psychiatric Hospitals,Church,Urban
180002,2018,APPALACHIAN REGIONAL HEALTHCARE,Short-Term,Other,Rural
180004,2018,OWENSBORO HEALTH,Short-Term,Private (Not For Profit),Rural
180005,2018,,Short-Term,Private (For Profit),Rural
180009,2018,KINGS DAUGHTERS HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
180010,2018,CATHOLIC HEALTH INITIATIVES,Short-Term,Church,Urban
180011,2018,CATHOLIC HEALTH INITIATIVES,Short-Term,Private (Not For Profit),Rural
180012,2018,BAPTIST HEALTH,Short-Term,Local,Urban
180013,2018,MED CENTER HEALTH,Short-Term,Private (Not For Profit),Urban
180016,2018,CATHOLIC HEALTH INITIATIVES,Short-Term,Private (Not For Profit),Urban
180017,2018,T J REGIONAL HEALTH,Short-Term,Other,Rural
180018,2018,,Short-Term,Federal,Rural
180019,2018,LIFEPOINT HEALTH,Short-Term,Private (For Profit),Rural
180020,2018,APPALACHIAN REGIONAL HEALTHCARE,Short-Term,Private (Not For Profit),Rural
180021,2017,,Short-Term,Private (Not For Profit),Rural
180024,2018,LIFEPOINT HEALTH,Short-Term,Private (For Profit),Rural
180025,2018,CATHOLIC HEALTH INITIATIVES,Short-Term,Private (Not For Profit),Rural
180027,2018,,Short-Term,Other,Rural
180029,2018,APPALACHIAN REGIONAL HEALTHCARE,Short-Term,Private (Not For Profit),Rural
180035,2018,ST ELIZABETH HEALTHCARE,Short-Term,Church,Urban
180036,2018,BON SECOURS HEALTH SYSTEM,Short-Term,Private (Not For Profit),Urban
180038,2018,OWENSBORO HEALTH,Short-Term,Private (Not For Profit),Urban
180040,2018,CATHOLIC HEALTH INITIATIVES,Short-Term,Private (Not For Profit),Urban
180043,2018,ADVENTIST HEALTH SYSTEM,Short-Term,Church,Rural
180044,2018,,Short-Term,Private (Not For Profit),Rural
180045,2018,ST ELIZABETH HEALTHCARE,Short-Term,Private (Not For Profit),Urban
180046,2018,LIFEPOINT HEALTH,Short-Term,Private (For Profit),Urban
